collaborator,role,frequency,total,node_key,career_total,artist_cluster,found_as_producer,found_as_artist,cluster,name,is_dual_role,angle,distance,color,base_angle,base_distance,cluster_size,cluster_idx,global_count,global_idx,cluster_dist,cluster_angle_rad,cluster_cx,cluster_cy,cluster_local_angle,cluster_local_radius,cluster_x,cluster_y,global_angle,global_radius,dist_x,dist_y,x,y,node_size,img_radius,image_url,is_searching,search_match,label_opacity,label_visibility
"Tay Keith","producer","low","4","Tay Keith|producer","4","","Tay Keith","","Producer","Tay Keith","false","120","328","#7a6a8a","120","328","150","150","31","30","328","2.0943951023931953","436.0000000000001","784.0563324412959","357.59999999999997","244.9489742783178","645.8978274866703","657.7911273514691","69.6","373.8207263968533","930.7165204817132","674.2656551485104","930.7165204817132","674.2656551485104","10.917047464637365","6.167823426348794","images/Tay%20Keith.webp","false","false","0.7","0"
"MD Beatz","producer","low","1","MD Beatz|producer","1","","MD Beatz","","Producer","MD Beatz","false","120","328","#7a6a8a","120","328","98","98","247","156","328","2.0943951023931953","436.0000000000001","784.0563324412959","232.79999999999998","197.9898987322333","623.8050849014309","846.7400630670843","372","374.6998799039039","703.0928106080958","860.2386325769673","703.0928106080958","860.2386325769673","6","3.389830508474576","images/MD%20Beatz.webp","false","false","0.4","0"
"Blair Taylor","producer","low","1","Blair Taylor|producer","1","","Blair Taylor","","Producer","Blair Taylor","false","120","328","#7a6a8a","120","328","24","24","247","157","328","2.0943951023931953","436.0000000000001","784.0563324412959","55.199999999999996","97.97958971132712","457.5855292658415","688.484030353748","374.4","375.89892258425004","279.63016085616476","303.37048500554863","279.63016085616476","303.37048500554863","6","3.389830508474576","images/Blair%20Taylor.webp","false","false","0.4","0"
"James Blake","artist","low","2","James Blake|artist","2","Psychedelic","James Blake","James Blake","Psychedelic","James Blake","true","310","258","#5d7a9c","310","258","2","2","76","68","258","5.410520681182422","765.8392032991271","302.36053367530366","2.4","49.49747468305833","729.340076532678","335.7942553539723","160.79999999999998","359.44401511222856","299.09736147774464","303.3846340431529","299.09736147774464","303.3846340431529","7.873514378137413","4.448313207987239","images/James%20Blake.webp","false","false","0.4","0"
"James Blake","producer","low","3","James Blake|producer","3","Psychedelic","James Blake","James Blake","Producer","James Blake","true","120","328","#7a6a8a","120","328","87","87","51","44","328","2.0943951023931953","436.0000000000001","784.0563324412959","206.4","186.54758106177633","545.251508210155","632.8475101001161","103.2","352.9594766497462","285.7223809784674","660.6548173539129","285.7223809784674","660.6548173539129","9.47300783992378","5.351981830465412","images/James%20Blake.webp","false","false","0.4","0"
"Philip Bailey","artist","low","1","Philip Bailey|artist","1","Soul","","Philip Bailey","Soul","Philip Bailey","false","260","253","#9c8a5d","260","253","1","1","247","158","253","4.537856055185257","556.0670110502666","250.84363848791136","0","36.5","592.5670110502666","250.84363848791136","376.8","377.09415269929605","970.2281714596811","428.3682957230464","970.2281714596811","428.3682957230464","6","3.389830508474576","images/Philip%20Bailey.webp","false","false","0.4","0"
"Stevie Wonder","producer","low","1","Stevie Wonder|producer","1","","Stevie Wonder","","Producer","Stevie Wonder","false","120","328","#7a6a8a","120","328","140","140","247","159","328","2.0943951023931953","436.0000000000001","784.0563324412959","333.59999999999997","236.64319132398464","632.4811284529608","915.9470681350936","379.2","378.28560638755476","374.670952297644","803.8532873963179","374.670952297644","803.8532873963179","6","3.389830508474576","images/Stevie%20Wonder.webp","false","false","0.4","0"
"JBeatzz","producer","low","1","JBeatzz|producer","1","","JBeatzz","","Producer","JBeatzz","false","120","328","#7a6a8a","120","328","84","84","247","160","328","2.0943951023931953","436.0000000000001","784.0563324412959","199.2","183.3030277982336","383.3850263837645","608.4668551046319","381.59999999999997","379.47331922020555","560.791798101113","122.55766413416717","560.791798101113","122.55766413416717","6","3.389830508474576","images/JBeatzz.webp","false","false","0.4","0"
"Juice WRLD","artist","low","1","Juice WRLD|artist","1","Trap","","Juice WRLD","Trap","Juice WRLD","false","72","258","#c4a05c","72","258","7","7","247","161","258","1.2566370614359172","679.7263845487364","745.3725812041496","14.399999999999999","72.75816105427624","660.8225515006399","815.6320652336362","384","380.6573262134856","884.7459639967792","752.6256835469127","884.7459639967792","752.6256835469127","6","3.389830508474576","images/Juice%20WRLD.webp","false","false","0.4","0"
"Sheck Wes","artist","high","5","Sheck Wes|artist","5","Cactus Jack","","Sheck Wes","Cactus Jack","Sheck Wes","false","96","231","#8a6a4a","96","231","3","3","25","22","231","1.6755160819145563","575.8539249851721","729.7345578300711","4.8","58.023702053557386","580.9309399302516","671.9333993706817","50.4","356.47159774658064","953.2512867943021","547.8072000662005","953.2512867943021","547.8072000662005","12.255507940800143","6.924015785762792","images/Sheck%20Wes.webp","false","false","1","1"
"Gezin","producer","low","1","Gezin|producer","1","","Gezin","","Producer","Gezin","false","120","328","#7a6a8a","120","328","71","71","247","162","328","2.0943951023931953","436.0000000000001","784.0563324412959","168","168.5229954635272","423.3378408943898","616.0097028208712","386.4","381.8376618407357","218.2105814277562","506.06958534564313","218.2105814277562","506.06958534564313","6","3.389830508474576","images/Gezin.webp","false","false","0.4","0"
"Young Larry David","producer","low","1","Young Larry David|producer","1","","Young Larry David","","Producer","Young Larry David","false","120","328","#7a6a8a","120","328","170","170","247","163","328","2.0943951023931953","436.0000000000001","784.0563324412959","405.59999999999997","260.768096208106","189.68916877498037","698.4352227706086","388.8","383.01436004411113","878.2842825459695","236.83112249379673","878.2842825459695","236.83112249379673","6","3.389830508474576","images/Young%20Larry%20David.webp","false","false","0.4","0"
"Tame Impala","artist","low","1","Tame Impala|artist","1","Psychedelic","Tame Impala","Tame Impala","Psychedelic","Tame Impala","true","310","258","#5d7a9c","310","258","7","7","247","164","258","5.410520681182422","765.8392032991271","302.36053367530366","14.399999999999999","72.75816105427624","746.9353702510306","372.6200177047903","391.2","384.1874542459709","572.471750017763","883.1999418748853","572.471750017763","883.1999418748853","6","3.389830508474576","images/Tame%20Impala.webp","false","false","0.4","0"
"Tame Impala","producer","low","1","Tame Impala|producer","1","Psychedelic","Tame Impala","Tame Impala","Producer","Tame Impala","true","120","328","#7a6a8a","120","328","148","148","247","165","328","2.0943951023931953","436.0000000000001","784.0563324412959","352.8","243.31050121192877","579.1825718715953","980.7763139181034","393.59999999999997","385.3569773599539","360.7355613647289","197.91966564413934","360.7355613647289","197.91966564413934","6","3.389830508474576","images/Tame%20Impala.webp","false","false","0.4","0"
"John Mayer","producer","low","3","John Mayer|producer","3","","John Mayer","","Producer","John Mayer","false","120","328","#7a6a8a","120","328","89","89","51","45","328","2.0943951023931953","436.0000000000001","784.0563324412959","211.2","188.67962264113206","293.3182435541323","660.5981760581632","105.6","356.9478459185352","724.6224000565371","165.51379384191227","724.6224000565371","165.51379384191227","9.47300783992378","5.351981830465412","images/John%20Mayer.webp","false","false","0.4","0"
"Sevn Thomas","producer","low","3","Sevn Thomas|producer","3","","Sevn Thomas","","Producer","Sevn Thomas","false","120","328","#7a6a8a","120","328","135","135","51","46","328","2.0943951023931953","436.0000000000001","784.0563324412959","321.59999999999997","232.379000772445","529.3199457367131","996.8740660249824","108","360.89214074970096","735.5184626101961","834.4815145066627","735.5184626101961","834.4815145066627","9.47300783992378","5.351981830465412","images/Sevn%20Thomas.webp","false","false","0.4","0"
"Wallis Lane","producer","low","3","Wallis Lane|producer","3","","Wallis Lane","","Producer","Wallis Lane","false","120","328","#7a6a8a","120","328","165","165","51","47","328","2.0943951023931953","436.0000000000001","784.0563324412959","393.59999999999997","256.9046515733026","276.4903742431527","582.6694428707222","110.39999999999999","364.79379079683025","270.6166720771899","343.2162856339471","270.6166720771899","343.2162856339471","9.47300783992378","5.351981830465412","images/Wallis%20Lane.webp","false","false","0.4","0"
"Thundercat","producer","low","1","Thundercat|producer","1","","Thundercat","","Producer","Thundercat","false","120","328","#7a6a8a","120","328","157","157","247","166","328","2.0943951023931953","436.0000000000001","784.0563324412959","374.4","250.59928172283335","222.42010723744332","652.9699891116617","396","386.5229618017538","981.627453488718","561.3228076959659","981.627453488718","561.3228076959659","6","3.389830508474576","images/Thundercat.webp","false","false","0.4","0"
"Vegyn","producer","medium","5","Vegyn|producer","5","","Vegyn","","Producer","Vegyn","false","120","328","#7a6a8a","120","328","163","163","25","23","328","2.0943951023931953","436.0000000000001","784.0563324412959","388.8","255.34290669607407","621.5228550306464","608.6104141038271","52.8","364.48319577176665","300.64263134491773","707.9258661925089","300.64263134491773","707.9258661925089","12.255507940800143","6.924015785762792","images/Vegyn.webp","false","false","0.7","0"
"Matthew Tavares","producer","low","1","Matthew Tavares|producer","1","","Matthew Tavares","","Producer","Matthew Tavares","false","120","328","#7a6a8a","120","328","102","102","247","167","328","2.0943951023931953","436.0000000000001","784.0563324412959","242.39999999999998","201.99009876724153","258.4825209220668","687.6844245956198","398.4","387.6854394996026","276.19809294606586","713.1955088369251","276.19809294606586","713.1955088369251","6","3.389830508474576","images/Matthew%20Tavares.webp","false","false","0.4","0"
"River Tiber","producer","low","1","River Tiber|producer","1","","River Tiber","","Producer","River Tiber","false","120","328","#7a6a8a","120","328","130","130","247","168","328","2.0943951023931953","436.0000000000001","784.0563324412959","309.59999999999997","228.0350850198276","401.21873318221395","1009.4232853837137","400.8","388.84444190447164","695.0470752710648","122.95086065286324","695.0470752710648","122.95086065286324","6","3.389830508474576","images/River%20Tiber.webp","false","false","0.4","0"
"Gunna","artist","low","1","Gunna|artist","1","Trap","","Gunna","Trap","Gunna","false","72","258","#c4a05c","72","258","6","6","247","169","258","1.2566370614359172","679.7263845487364","745.3725812041496","12","71.03520254071216","739.6697214220808","707.2570152961277","403.2","390","785.1442717277725","843.2515093140782","785.1442717277725","843.2515093140782","6","3.389830508474576","images/Gunna.webp","false","false","0.4","0"
"Turbo","producer","low","1","Turbo|producer","1","","Turbo","","Producer","Turbo","false","120","328","#7a6a8a","120","328","161","161","247","170","328","2.0943951023931953","436.0000000000001","784.0563324412959","384","253.7715508089904","625.8306426645196","952.4734548059045","405.59999999999997","391.15214431215895","230.53375316247042","371.568335493969","230.53375316247042","371.568335493969","6","3.389830508474576","images/Turbo.webp","false","false","0.4","0"
"June The Genius","producer","low","1","June The Genius|producer","1","","June The Genius","","Producer","June The Genius","false","120","328","#7a6a8a","120","328","91","91","247","171","328","2.0943951023931953","436.0000000000001","784.0563324412959","216","190.78784028338913","299.0171764737307","916.8558281435421","408","392.30090491866065","960.2478499136338","344.6890646715305","960.2478499136338","344.6890646715305","6","3.389830508474576","images/June%20The%20Genius.webp","false","false","0.4","0"
"RamyOnTheBeat","producer","low","1","RamyOnTheBeat|producer","1","","RamyOnTheBeat","","Producer","RamyOnTheBeat","false","120","328","#7a6a8a","120","328","125","125","247","172","328","2.0943951023931953","436.0000000000001","784.0563324412959","297.59999999999997","223.60679774997897","288.64214732410915","952.2397539035506","410.4","393.44631145812","438.7930096877202","858.9043135355948","438.7930096877202","858.9043135355948","6","3.389830508474576","images/RamyOnTheBeat.webp","false","false","0.4","0"
"SheldonFerguson","producer","low","1","SheldonFerguson|producer","1","","SheldonFerguson","","Producer","SheldonFerguson","false","120","328","#7a6a8a","120","328","136","136","247","173","328","2.0943951023931953","436.0000000000001","784.0563324412959","324","233.23807579381202","222.65009342782193","689.81293816009","412.8","394.58839313897715","476.0877254350347","125.37252074609285","476.0877254350347","125.37252074609285","6","3.389830508474576","images/SheldonFerguson.webp","false","false","0.4","0"
"Don Toliver","artist","high","5","Don Toliver|artist","5","Cactus Jack","","Don Toliver","Cactus Jack","Don Toliver","false","96","231","#8a6a4a","96","231","1","1","25","24","231","1.6755160819145563","575.8539249851721","729.7345578300711","0","36.5","612.3539249851721","729.7345578300711","55.199999999999996","372.32244090304306","682.0250112101971","136.82525206731816","682.0250112101971","136.82525206731816","12.255507940800143","6.924015785762792","images/Don%20Toliver.webp","false","false","1","1"
"London Cyr","producer","low","2","London Cyr|producer","2","","London Cyr","","Producer","London Cyr","false","120","328","#7a6a8a","120","328","96","96","76","69","328","2.0943951023931953","436.0000000000001","784.0563324412959","228","195.95917942265424","390.46135566873266","974.6507496535278","163.2","362.0773398046334","957.2886524838444","441.30742119928095","957.2886524838444","441.30742119928095","7.873514378137413","4.448313207987239","images/London%20Cyr.webp","false","false","0.4","0"
"Nineteen85","producer","low","1","Nineteen85|producer","1","","Nineteen85","","Producer","Nineteen85","false","120","328","#7a6a8a","120","328","112","112","247","174","328","2.0943951023931953","436.0000000000001","784.0563324412959","266.4","211.66010488516724","265.6456040036845","909.6723336701621","415.2","395.7271787481876","945.4131980767725","693.1054701306422","945.4131980767725","693.1054701306422","6","3.389830508474576","images/Nineteen85.webp","false","false","0.4","0"
"Tim Suby","producer","low","1","Tim Suby|producer","1","","Tim Suby","","Producer","Tim Suby","false","120","328","#7a6a8a","120","328","158","158","247","175","328","2.0943951023931953","436.0000000000001","784.0563324412959","376.8","251.3961017995307","682.8187809731209","736.3018629233269","417.59999999999997","396.8626966596886","213.75370154821297","591.1800248535449","213.75370154821297","591.1800248535449","6","3.389830508474576","images/Tim%20Suby.webp","false","false","0.4","0"
"Pi'erre Bourne","producer","low","1","Pi'erre Bourne|producer","1","","Pi'erre Bourne","","Producer","Pi'erre Bourne","false","120","328","#7a6a8a","120","328","120","120","247","176","328","2.0943951023931953","436.0000000000001","784.0563324412959","285.59999999999997","219.08902300206645","225.7444456653137","845.6404364894489","420","397.994974842648","823.8637259846539","170.93308858490826","823.8637259846539","170.93308858490826","6","3.389830508474576","images/Pi'erre%20Bourne.webp","false","false","0.4","0"
"SZA","artist","low","2","SZA|artist","2","Pop","","SZA","Pop","SZA","false","0","293","#d0a8b0","0","293","7","7","76","70","293","0","893","500","14.399999999999999","72.75816105427624","874.0961669519035","570.2594840294867","165.6","364.6916505762093","374.5662354912397","786.6698760236393","374.5662354912397","786.6698760236393","7.873514378137413","4.448313207987239","images/SZA.webp","false","false","0.4","0"
"DaHeala","producer","low","1","DaHeala|producer","1","","DaHeala","","Producer","DaHeala","false","120","328","#7a6a8a","120","328","49","49","247","177","328","2.0943951023931953","436.0000000000001","784.0563324412959","115.19999999999999","140","364.99979716703535","904.7168943398627","422.4","399.1240408695021","657.3591388924433","894.9809225589477","657.3591388924433","894.9809225589477","6","3.389830508474576","images/DaHeala.webp","false","false","0.4","0"
"Ricky Reed","producer","low","1","Ricky Reed|producer","1","","Ricky Reed","","Producer","Ricky Reed","false","120","328","#7a6a8a","120","328","129","129","247","178","328","2.0943951023931953","436.0000000000001","784.0563324412959","307.2","227.15633383201094","613.1891127230355","641.9154926646031","424.8","400.24992192379","290.03675164435674","246.7752289588994","290.03675164435674","246.7752289588994","6","3.389830508474576","images/Ricky%20Reed.webp","false","false","0.4","0"
"Nik D","producer","low","3","Nik D|producer","3","","Nik D","","Producer","Nik D","false","120","328","#7a6a8a","120","328","110","110","51","48","328","2.0943951023931953","436.0000000000001","784.0563324412959","261.59999999999997","209.76176963403032","297.2159387539474","626.7700191649911","112.8","368.65415005522607","952.4777910106495","391.99403165938486","952.4777910106495","391.99403165938486","9.47300783992378","5.351981830465412","images/Nik%20D.webp","false","false","0.4","0"
"Lil Baby","artist","low","1","Lil Baby|artist","1","Trap","","Lil Baby","Trap","Lil Baby","false","72","258","#c4a05c","72","258","8","8","247","179","258","1.2566370614359172","679.7263845487364","745.3725812041496","16.8","73.53910524340095","645.8484934257109","680.1016957110261","427.2","401.3726448077896","1000.7298855805293","477.29408000947814","1000.7298855805293","477.29408000947814","6","3.389830508474576","images/Lil%20Baby.webp","false","false","0.4","0"
"ROSALIA","artist","low","2","ROSALIA|artist","2","International","ROSALIA","ROSALIA","International","ROSALIA","true","236","296","#9c5d7a","236","296","2","2","76","71","296","4.118977034706617","434.47890057265886","254.60487852370775","2.4","49.49747468305833","397.9797738062098","288.0386002023764","168","367.2873534441391","572.4034640258055","133.75086184097995","572.4034640258055","133.75086184097995","7.873514378137413","4.448313207987239","images/ROSALIA.webp","false","false","0.4","0"
"ROSALIA","producer","low","1","ROSALIA|producer","1","International","ROSALIA","ROSALIA","Producer","ROSALIA","true","120","328","#7a6a8a","120","328","123","123","247","180","328","2.0943951023931953","436.0000000000001","784.0563324412959","292.8","221.81073012818837","257.0172421947913","653.0404081861047","429.59999999999997","402.49223594996215","319.05983744172","788.2232208926393","319.05983744172","788.2232208926393","6","3.389830508474576","images/ROSALIA.webp","false","false","0.4","0"
"Ugur Tig","producer","low","1","Ugur Tig|producer","1","","Ugur Tig","","Producer","Ugur Tig","false","120","328","#7a6a8a","120","328","162","162","247","181","328","2.0943951023931953","436.0000000000001","784.0563324412959","386.4","254.55844122715712","181.4737209518376","788.1027226717247","432","403.6087214122113","612.513953632974","96.58532381125275","612.513953632974","96.58532381125275","6","3.389830508474576","images/Ugur%20Tig.webp","false","false","0.4","0"
"Luxury Tax","artist","low","1","Luxury Tax|artist","1","Cactus Jack","","Luxury Tax","Cactus Jack","Luxury Tax","false","96","231","#8a6a4a","96","231","2","2","247","182","231","1.6755160819145563","575.8539249851721","729.7345578300711","2.4","49.49747468305833","539.354798218723","763.1682795087398","434.4","404.72212689696124","863.9902965274999","806.7721032612363","863.9902965274999","806.7721032612363","6","3.389830508474576","images/Luxury%20Tax.webp","false","false","0.4","0"
"Jabz","producer","low","1","Jabz|producer","1","","Jabz","","Producer","Jabz","false","120","328","#7a6a8a","120","328","85","85","247","183","328","2.0943951023931953","436.0000000000001","784.0563324412959","201.6","184.39088914585773","594.3363234754536","878.552939090829","436.8","405.8324777540605","197.0194056516517","451.9725018489202","197.0194056516517","451.9725018489202","6","3.389830508474576","images/Jabz.webp","false","false","0.4","0"
"Jenius Level","producer","low","1","Jenius Level|producer","1","","Jenius Level","","Producer","Jenius Level","false","120","328","#7a6a8a","120","328","88","88","247","184","328","2.0943951023931953","436.0000000000001","784.0563324412959","208.79999999999998","187.6166303929372","457.69825428135323","970.4140147652123","439.2","406.9397989875161","930.4954734904084","262.57055363255637","930.4954734904084","262.57055363255637","6","3.389830508474576","images/Jenius%20Level.webp","false","false","0.4","0"
"Early Yellow","producer","low","1","Early Yellow|producer","1","","Early Yellow","","Producer","Early Yellow","false","120","328","#7a6a8a","120","328","58","58","247","185","328","2.0943951023931953","436.0000000000001","784.0563324412959","136.79999999999998","152.31546211727817","457.3630976002525","633.2464585572492","441.59999999999997","408.0441152620633","516.4434292623112","899.3974204806005","516.4434292623112","899.3974204806005","6","3.389830508474576","images/Early%20Yellow.webp","false","false","0.4","0"
"Sarah Schachner","producer","low","1","Sarah Schachner|producer","1","","Sarah Schachner","","Producer","Sarah Schachner","false","120","328","#7a6a8a","120","328","133","133","247","186","328","2.0943951023931953","436.0000000000001","784.0563324412959","316.8","230.65125189341592","233.67943707246633","894.8100674423596","444","409.14545090957563","391.273990600016","148.10022307486787","391.273990600016","148.10022307486787","6","3.389830508474576","images/Sarah%20Schachner.webp","false","false","0.4","0"
"Pop Smoke","artist","low","1","Pop Smoke|artist","1","Drill","","Pop Smoke","Drill","Pop Smoke","false","168","306","#6a4a6a","168","306","2","2","247","187","306","2.9321531433504737","300.6868341754555","563.6209773902343","2.4","49.49747468305833","264.1877074090064","597.054699068903","446.4","410.2438299353203","992.6598902788714","618.8200764441123","992.6598902788714","618.8200764441123","6","3.389830508474576","images/Pop%20Smoke.webp","false","false","0.4","0"
"AXL Beats","producer","low","1","AXL Beats|producer","1","","AXL Beats","","Producer","AXL Beats","false","120","328","#7a6a8a","120","328","10","10","247","188","328","2.0943951023931953","436.0000000000001","784.0563324412959","21.599999999999998","72.73238618387273","368.76096185085606","811.7855904331346","448.8","411.33927602406266","229.20901671885713","678.0843808912035","229.20901671885713","678.0843808912035","6","3.389830508474576","images/AXL%20Beats.webp","false","false","0.4","0"
"808 Melo","producer","low","1","808 Melo|producer","1","","808 Melo","","Producer","808 Melo","false","120","328","#7a6a8a","120","328","5","5","247","189","328","2.0943951023931953","436.0000000000001","784.0563324412959","9.6","68.20007331374359","368.84421604368765","772.1672331813397","451.2","412.43181254602564","753.5362176995511","117.21203015962465","753.5362176995511","117.21203015962465","6","3.389830508474576","images/808%20Melo.webp","false","false","0.4","0"
"Dot Da Genius","producer","low","1","Dot Da Genius|producer","1","","Dot Da Genius","","Producer","Dot Da Genius","false","120","328","#7a6a8a","120","328","55","55","247","190","328","2.0943951023931953","436.0000000000001","784.0563324412959","129.6","148.32396974191326","332.09935062118456","678.2042891985676","453.59999999999997","413.52146256270663","745.72653435088","886.9932521195708","745.72653435088","886.9932521195708","6","3.389830508474576","images/Dot%20Da%20Genius.webp","false","false","0.4","0"
"Plain Pat","producer","low","1","Plain Pat|producer","1","","Plain Pat","","Producer","Plain Pat","false","120","328","#7a6a8a","120","328","121","121","247","191","328","2.0943951023931953","436.0000000000001","784.0563324412959","288","220","549.9150295031791","595.8453708761153","456","414.6082488325576","230.17307261743463","312.57523167209007","230.17307261743463","312.57523167209007","6","3.389830508474576","images/Plain%20Pat.webp","false","false","0.4","0"
"Take a Daytrip","producer","low","1","Take a Daytrip|producer","1","","Take a Daytrip","","Producer","Take a Daytrip","false","120","328","#7a6a8a","120","328","147","147","247","192","328","2.0943951023931953","436.0000000000001","784.0563324412959","350.4","242.4871130596428","463.2028059673365","543.0998895983965","458.4","415.6921938165305","1000.3505227772066","388.1096120660163","1000.3505227772066","388.1096120660163","6","3.389830508474576","images/Take%20a%20Daytrip.webp","false","false","0.4","0"
"El Guincho","producer","low","1","El Guincho|producer","1","","El Guincho","","Producer","El Guincho","false","120","328","#7a6a8a","120","328","60","60","247","193","328","2.0943951023931953","436.0000000000001","784.0563324412959","141.6","154.91933384829667","285.1015004256416","748.9900690788088","460.79999999999995","416.7733196834941","379.7906463458539","853.8471994565213","379.7906463458539","853.8471994565213","6","3.389830508474576","images/El%20Guincho.webp","false","false","0.4","0"
"DJ Nelson","producer","low","1","DJ Nelson|producer","1","","DJ Nelson","","Producer","DJ Nelson","false","120","328","#7a6a8a","120","328","45","45","247","194","328","2.0943951023931953","436.0000000000001","784.0563324412959","105.6","134.1640786499874","482.8411552945788","658.3347902511479","463.2","417.85164831552356","523.1719725060309","89.27204357216453","523.1719725060309","89.27204357216453","6","3.389830508474576","images/DJ%20Nelson.webp","false","false","0.4","0"
"Alejandro Armes","producer","low","1","Alejandro Armes|producer","1","","Alejandro Armes","","Producer","Alejandro Armes","false","120","328","#7a6a8a","120","328","12","12","247","195","328","2.0943951023931953","436.0000000000001","784.0563324412959","26.4","69.28203230275508","456.7082544039693","850.1711431839766","465.59999999999997","418.9272013130682","934.9440512397064","751.6197181047879","934.9440512397064","751.6197181047879","6","3.389830508474576","images/Alejandro%20Armes.webp","false","false","0.4","0"
"Ludwig Goransson","producer","low","1","Ludwig Goransson|producer","1","","Ludwig Goransson","","Producer","Ludwig Goransson","false","120","328","#7a6a8a","120","328","97","97","247","196","328","2.0943951023931953","436.0000000000001","784.0563324412959","230.39999999999998","196.97715603592206","340.3460599820969","611.863638754684","468","420","181.9867825947261","540.8037997555522","181.9867825947261","540.8037997555522","6","3.389830508474576","images/Ludwig%20Goransson.webp","false","false","0.4","0"
"M.I.A.","artist","low","1","M.I.A.|artist","1","Alternative","","M.I.A.","Alternative","M.I.A.","false","286","291","#5d8a9c","286","291","1","1","247","197","291","4.991641660703783","680.2104705427469","220.27284648194922","0","36.5","716.7104705427469","220.27284648194922","470.4","421.07006542854594","881.3939616888306","186.76296782617658","881.3939616888306","186.76296782617658","6","3.389830508474576","images/M.I.A..webp","false","false","0.4","0"
"CHASE B","producer","low","1","CHASE B|producer","1","","CHASE B","","Producer","CHASE B","false","120","328","#7a6a8a","120","328","35","35","247","198","328","2.0943951023931953","436.0000000000001","784.0563324412959","81.6","118.32159566199232","553.9297284532604","774.4345266367553","472.79999999999995","422.1374183841086","604.0922902252887","922.1175821506515","604.0922902252887","922.1175821506515","6","3.389830508474576","images/CHASE%20B.webp","false","false","0.4","0"
"Teddy Walton","producer","low","1","Teddy Walton|producer","1","","Teddy Walton","","Producer","Teddy Walton","false","120","328","#7a6a8a","120","328","151","151","247","199","328","2.0943951023931953","436.0000000000001","784.0563324412959","360","245.76411454889015","366.27891009540554","1019.7234061332214","475.2","423.2020793899766","311.1307701046371","190.71927311961383","311.1307701046371","190.71927311961383","6","3.389830508474576","images/Teddy%20Walton.webp","false","false","0.4","0"
"Jahaan Sweet","producer","high","13","Jahaan Sweet|producer","13","","Jahaan Sweet","","Producer","Jahaan Sweet","false","120","328","#7a6a8a","120","328","86","86","5","5","328","2.0943951023931953","436.0000000000001","784.0563324412959","204","185.47236990991408","254.35565190162512","821.5440744900827","9.6","380","225.81861479823175","433.75582313526775","225.81861479823175","433.75582313526775","21.06681515926432","11.90215545721148","images/Jahaan%20Sweet.webp","false","false","1","1"
"FNZ","producer","low","2","FNZ|producer","2","","FNZ","","Producer","FNZ","false","120","328","#7a6a8a","120","328","67","67","76","72","328","2.0943951023931953","436.0000000000001","784.0563324412959","158.4","163.70705543744901","476.5698179767772","942.6567418648884","170.4","369.86484017813854","869.6162013697958","753.1938071101299","869.6162013697958","753.1938071101299","7.873514378137413","4.448313207987239","images/FNZ.webp","false","false","0.4","0"
"BoogzDaBeast","producer","low","2","BoogzDaBeast|producer","2","","BoogzDaBeast","","Producer","BoogzDaBeast","false","120","328","#7a6a8a","120","328","27","27","76","73","328","2.0943951023931953","436.0000000000001","784.0563324412959","62.4","103.92304845413264","530.3820498320646","740.558876544454","172.79999999999998","372.4244889907214","227.60416135468756","495.38054552416105","227.60416135468756","495.38054552416105","7.873514378137413","4.448313207987239","images/BoogzDaBeast.webp","false","false","0.4","0"
